video_id,duration,commentCount,dislikeCount,favoriteCount,likeCount,viewCount,timestamp
hjZJaf6FbOw,479,500,368,0,19119,2109817,2019-04-06 12:20:04.975633
EZSCtgfmEO0,389,12939,2976,0,68652,4815552,2019-04-06 12:20:06.482575
oXE-ssvbhQA,1783,263,724,0,71080,1550485,2019-04-06 12:20:07.949165
eYJCjVkOImU,203,5803,3123,0,171081,17901923,2019-04-06 12:20:09.107405
jibff9m0SjQ,436,505,430,0,19873,1220832,2019-04-06 12:20:10.642774
bye513KciIk,206,370,686,0,9116,1338396,2019-04-06 12:20:11.768545
bPj2fbz0ZgA,571,440,252,0,6368,506114,2019-04-06 12:20:12.925007
OVa-sqcDYZ4,1614,4172,504,0,24008,674734,2019-04-06 12:20:14.063314
inZzcTXYowY,202,49714,6354,0,728488,18580417,2019-04-06 12:20:15.451480
6TOSV3-7hzU,82,892,411,0,13150,896762,2019-04-06 12:20:16.699368
2jhwGiO5XJ8,376,0,215,0,727,133621,2019-04-06 12:20:18.307693
Sqbv7cCM5AI,225,3520,2374,0,41603,2455335,2019-04-06 12:20:19.578835
hpvDsw1D29w,62,37,48,0,446,83235,2019-04-06 12:20:20.846319
oOAohDViea4,0,0,0,0,0,0,2019-04-06 12:20:22.059919
8KaKWPJq5dY,1194,9361,402,0,112926,1484516,2019-04-06 12:20:23.265994
5Ad2pIlg3Dk,68,6645,6397,0,3784,336955,2019-04-06 12:20:24.852752
HKIIgYFhQlE,206,5019,3325,0,208224,14177922,2019-04-06 12:20:26.421279
h8Q3IhUwX_4,185,4905,618,0,105665,3814489,2019-04-06 12:20:27.542623
MUB-h2NeQYA,168,662,392,0,10677,564653,2019-04-06 12:20:28.761281
2E_HEeOpiEA,1209,105150,2244,0,94746,2129661,2019-04-06 12:20:30.459179
d9h_qtOoFnA,234,2517,496,0,39211,724130,2019-04-06 12:20:31.590324
fd7M_5xW0SI,208,5808,3417,0,148324,6379102,2019-04-06 12:20:32.810236
2jP6MFBXFaA,363,762,321,0,12654,883998,2019-04-06 12:20:34.184623
ixMqVcjsSVM,1666,1546,138,0,7004,341285,2019-04-06 12:20:35.616058
p4qyWei8Kmo,4642,91,67,0,70,17202,2019-04-06 12:20:37.138057
xlQLyAOQXjQ,1503,5809,1692,0,50032,1737972,2019-04-06 12:20:38.572065
3IdqPpwSE2g,0,0,0,0,0,0,2019-04-06 12:20:40.085154
oKeF7K2VZtQ,3675,472,41,0,4525,140233,2019-04-06 12:20:41.515924
jXoDKhdUvFo,298,534,317,0,8562,454444,2019-04-06 12:20:43.156161
exQ2u3qSfrM,207,1081,135,0,21372,611139,2019-04-06 12:20:44.683570
VFreC_yfQqs,79,5,3,0,8,3354,2019-04-06 12:20:46.159384
Wff1pf2EdS4,194,4368,507,0,74882,867371,2019-04-06 12:20:47.342532
sZWmwHjFRPI,236,1364,849,0,36605,1856240,2019-04-06 12:20:48.733949
Nl6YEW1s7x8,205,1585,2650,0,18442,1157925,2019-04-06 12:20:49.905211
MkR8GY2YBAU,302,961,2131,0,3944,216456,2019-04-06 12:20:51.067020
LiXQFixzqJ4,214,310,24,0,2367,162622,2019-04-06 12:20:52.271753
gd5a6LUuU-w,211,558,59,0,8537,166642,2019-04-06 12:20:53.577966
vOEaiQ2d6Mo,267,241,111,0,14045,485587,2019-04-06 12:20:55.034604
8Jmd7-1quDM,814,1317,138,0,43964,699553,2019-04-06 12:20:56.486948
VKY5Ws1Ys1w,579,63,20,0,676,81121,2019-04-06 12:20:57.610453
l35LGiJmXNs,78,1019,203,0,764,177101,2019-04-06 12:20:58.943059
PXWlnc-Qcwg,37,7,0,0,26,5912,2019-04-06 12:21:00.259544
fuHcdFPBKy0,770,12545,23101,0,120662,10795320,2019-04-06 12:21:01.441373
QK_iX5cPDhE,0,0,0,0,0,0,2019-04-06 12:21:02.717545
6i2cebTn0nc,1013,17889,2811,0,139999,4953815,2019-04-06 12:21:04.298217
00nmxR1mxIA,392,1444,1355,0,18921,1308072,2019-04-06 12:21:05.419766
bo8OYPYRTIY,359,4363,905,0,62858,1979298,2019-04-06 12:21:07.073796
Ub53c95Soqk,363,713,183,0,9397,695685,2019-04-06 12:21:08.264059
ZYCDNf1a-kY,291,563,195,0,7424,901060,2019-04-06 12:21:09.668570
uwUchGQRXKM,936,2273,761,0,32429,868654,2019-04-06 12:21:11.196458
Zi9MkiQzl20,119,173,218,0,3425,423315,2019-04-06 12:21:12.342102
H4CkXh3FSo8,243,2033,1496,0,25323,664340,2019-04-06 12:21:13.836639
aphpJi5jKrM,319,5245,4107,0,33998,1379248,2019-04-06 12:21:15.353409
Y26pMy4jf8U,575,25644,4176,0,144763,2655862,2019-04-06 12:21:16.703371
fJJBAwiOjRI,881,3653,338,0,11302,194055,2019-04-06 12:21:18.196394
RdAKIVgTKuw,91,331,160,0,8487,473313,2019-04-06 12:21:19.464255
MtFjRvKfv70,1396,144,65,0,1606,128777,2019-04-06 12:21:20.944117
ySBjb4_JGtY,283,209,70,0,6539,158940,2019-04-06 12:21:22.173863
mQ8sFRuDyiU,41,216,130,0,5606,281321,2019-04-06 12:21:23.517566
37xIzAWyO8I,990,744,87,0,5260,112087,2019-04-06 12:21:24.767264
a9B4AgwYG4E,394,2114,1334,0,52834,999137,2019-04-06 12:21:25.907102
O3bqhRN2thM,712,144,35,0,2247,47738,2019-04-06 12:21:27.080410
upC36TCNXvg,408,52,46,0,659,10622,2019-04-06 12:21:28.241916
30TkClWvT5k,219,749,1468,0,25354,12177005,2019-04-06 12:21:29.929169
q6xYUHb4B1k,654,1458,174,0,12911,168768,2019-04-06 12:21:31.219231
YPHDFdk_BW8,92,26,21,0,14,7411,2019-04-06 12:21:32.377939
cSp1dM2Vj48,146,47804,14296,0,261878,29368249,2019-04-06 12:21:33.946725
A8HLnDP6uRM,369,4113,5554,0,37466,4462117,2019-04-06 12:21:35.507062
S-4rhjO6xYg,1086,43554,6855,0,455734,14547863,2019-04-06 12:21:36.940691
ZWAkzvL5Ho4,18,4302,6650,0,26218,1679725,2019-04-06 12:21:38.289307
Ep6-bNu16_I,1033,34325,2764,0,192775,5898953,2019-04-06 12:21:39.588485
UVNIEszp2UQ,5075,1669,907,0,16281,990110,2019-04-06 12:21:41.219333
X3gKYTc6lbw,252,7777,1477,0,80346,2288670,2019-04-06 12:21:42.360046
1bSDtlARvPI,277,1559,819,0,20767,1128117,2019-04-06 12:21:43.858767
oiC_HG3u-nk,59,6624,3824,0,8656,1674427,2019-04-06 12:21:45.264432
UAJDrWVyOoA,225,2830,1094,0,42794,1388112,2019-04-06 12:21:46.648836
ta6sV6WrElE,792,23663,3407,0,248109,9887239,2019-04-06 12:21:48.116421
QsLmJq8cHlA,90,1370,1203,0,48111,1471770,2019-04-06 12:21:49.883286
K7XsnDRtAcw,104,440,191,0,16877,745186,2019-04-06 12:21:51.338396
Zzi4EQKBbOY,149,526,220,0,7597,293604,2019-04-06 12:21:52.926040
vglAsbxMX_Q,400,3033,993,0,56439,984093,2019-04-06 12:21:54.521634
RUbWdNGaYEg,51,281,52,0,253,48469,2019-04-06 12:21:56.140159
8H0alk0e0tg,4042,576,104,0,1486,50100,2019-04-06 12:21:57.611557
zYlW81GZYug,270,16744,4828,0,444299,11972962,2019-04-06 12:21:59.035633
OPbtnEXZ1H0,512,1666,477,0,27923,1853346,2019-04-06 12:22:00.388766
S7kG641iA_g,228,953,232,0,15480,752221,2019-04-06 12:22:01.515618
WmNGq56WMLE,157,186,34,0,348,32953,2019-04-06 12:22:02.655672
r3d2alzgjKc,11,4,2,0,15,2621,2019-04-06 12:22:04.150348
dw74T9x6lDE,472,256,84,0,3005,54137,2019-04-06 12:22:05.543466
1yf8ZSjtXiI,254,49,21,0,433,31355,2019-04-06 12:22:06.925364
QOdVw75Vbv4,367,9,1,0,96,8094,2019-04-06 12:22:08.219808
tvs3yvEcARA,585,731,112,0,8478,460770,2019-04-06 12:22:09.681483
GkgkP0ARxd0,338,600,528,0,8389,481008,2019-04-06 12:22:10.875992
JlcJaCS4BPM,525,156,72,0,322,38313,2019-04-06 12:22:12.023425
KUSc7aScV9w,239,145,193,0,2633,140662,2019-04-06 12:22:13.213851
r4VJ8o6yqzM,475,8864,5914,0,77646,4945569,2019-04-06 12:22:14.494858
t5Lz14wu1uw,28,7393,11732,0,147326,11400538,2019-04-06 12:22:16.087340
khPLWaBioOs,177,280710,236733,0,1511060,73777263,2019-04-06 12:22:17.597069
UH0nTHb6OdY,626,25801,8007,0,223348,11570935,2019-04-06 12:22:18.708811
t5_dSCu_mLY,356,244470,12438,0,760659,11435280,2019-04-06 12:22:19.992250
-oOlAGKBXnA,27,3770,3756,0,114744,3437971,2019-04-06 12:22:21.356100
1HJkmKODN4Y,102,1908,468,0,2488,579589,2019-04-06 12:22:22.615594
3UoKswz6OQc,101,4880,1164,0,5874,609390,2019-04-06 12:22:24.094249
2QHltvwTjSk,274,1040,299,0,1206,330916,2019-04-06 12:22:25.668516
yqulWPljawo,278,6808,5196,0,124246,5253144,2019-04-06 12:22:27.252448
IXJhN4cOVM0,153,1260,1500,0,2516,215934,2019-04-06 12:22:28.852497
5beh5ztM0K8,0,0,0,0,0,0,2019-04-06 12:22:30.264402
-o7zywbiFVI,64,534,412,0,524,98492,2019-04-06 12:22:31.663047
_JhaVNJb3ag,83,9751,3753,0,22685,1979583,2019-04-06 12:22:32.856416
2yCp-Dj5-7c,74,137,141,0,1667,390335,2019-04-06 12:22:34.349507
N4LQuwSjc34,1818,0,1547,0,829,68546,2019-04-06 12:22:35.869635
oKuPJ7zF0_k,66,0,79,0,3692,277473,2019-04-06 12:22:37.437515
fO8pPjlFtNw,608,1924,396,0,29178,923209,2019-04-06 12:22:38.821421
_ASpoeFRTZ0,199,3860,593,0,23084,1139423,2019-04-06 12:22:40.351844
8dsf7S5GO1U,305,178,166,0,3388,246729,2019-04-06 12:22:41.915758
FO_Ox_dH0M8,245,844,300,0,19098,669389,2019-04-06 12:22:43.524138
XiIShINrftE,293,7423,9839,0,132850,7854346,2019-04-06 12:22:45.092125
ii3n7hYQOl4,83,38784,17947,0,248552,15817385,2019-04-06 12:22:46.372406
zIiIcjfA2-I,32595,117,77,0,939,172600,2019-04-06 12:22:47.824968
lzuWvKn80V8,273,2182,607,0,33762,485045,2019-04-06 12:22:49.150730
AzLYMcneJMU,14022,266,110,0,327,98664,2019-04-06 12:22:50.747130
RiVuoe-jaE0,59,185,121,0,124,29981,2019-04-06 12:22:51.888603
TM8hwHtWSJg,1539,538,502,0,3324,116453,2019-04-06 12:22:53.051773
AeB90B9__xM,85,267,111,0,6201,617167,2019-04-06 12:22:54.192014
3A-3NaPA3QU,665,246,85,0,3521,133383,2019-04-06 12:22:55.333262
qE7psdp1jVE,733,2981,590,0,47602,1149835,2019-04-06 12:22:56.509069
30UjfElERlc,65,180,316,0,127,7018,2019-04-06 12:22:57.626210
LTWh-i-iJqM,3376,435,239,0,3340,113236,2019-04-06 12:22:59.045475
agOq6iS4aVw,743,909,304,0,704,69777,2019-04-06 12:23:00.311824
Ali918UJSpU,2405,799,253,0,5991,177664,2019-04-06 12:23:01.537209
wJ5bOg46D7Y,462,230,49,0,2364,52876,2019-04-06 12:23:02.829528
vfqeeScKVyc,606,669,248,0,7103,246339,2019-04-06 12:23:04.313577
cON3fiEm3Lc,456,931,870,0,22424,1261528,2019-04-06 12:23:05.830850
6P6Ia5Qj9W0,160,660,261,0,4818,131505,2019-04-06 12:23:07.254445
xp0m08eOD5U,235,713,653,0,19386,1324334,2019-04-06 12:23:08.502952
o8m2kXgCIMc,252,265,287,0,6810,360236,2019-04-06 12:23:09.877545
exGGotfSuH0,98,306,17,0,3570,96246,2019-04-06 12:23:11.344724
ZKUerb6IH4Y,794,162,171,0,4389,120059,2019-04-06 12:23:12.470776
23QOy9Q2qNI,193,1318,1200,0,43302,6378408,2019-04-06 12:23:14.045097
tRbHXZvVMbM,45,6,1,0,21,2018,2019-04-06 12:23:15.405457
DUYa7rjRz0s,241,1386,205,0,14626,282636,2019-04-06 12:23:16.780011
bo7cX6kCM2A,113,38,12,0,255,14558,2019-04-06 12:23:18.281676
j28Gt5_Mlo8,24,5,2,0,84,10482,2019-04-06 12:23:19.532257
1ZqFDsq09H8,1030,2461,1918,0,27015,1799104,2019-04-06 12:23:20.938164
tFUKsthR-Ts,143,410,122,0,9510,791765,2019-04-06 12:23:22.097465
kuTBea8_-LY,153,2032,1564,0,9689,6134747,2019-04-06 12:23:23.364567
r5w4y6GW4U8,0,0,0,0,0,0,2019-04-06 12:23:24.536292
9U2kr_QfhoQ,236,23,82,0,323,54859,2019-04-06 12:23:26.114137
SI1J2bbbOt4,246,16099,1693,0,51948,3004336,2019-04-06 12:23:27.457499
HDDIWGlBt3o,817,12643,3023,0,101405,1605146,2019-04-06 12:23:28.940618
8oKl_qDJHt4,235,4578,3310,0,65075,2119263,2019-04-06 12:23:30.349806
fOhB5JyEkOQ,505,5579,3709,0,89709,3812925,2019-04-06 12:23:31.474916
GSCP2yg-v2g,1050,12065,4820,0,67604,3389712,2019-04-06 12:23:32.836637
a7NJ6Gek9v4,533,30215,23561,0,590393,34075720,2019-04-06 12:23:34.376563
lYEj9snU838,207,9802,19891,0,11053,1771023,2019-04-06 12:23:35.829396
0vKkwJwL77Y,302,4986,2181,0,46073,2440081,2019-04-06 12:23:37.265261
ZnQGzfrEpsc,260,1074,535,0,42794,2036405,2019-04-06 12:23:38.641250
2GrKY7Qqal8,448,1082,753,0,16441,2284180,2019-04-06 12:23:40.108492
JiOXpKU7tWc,233,971,291,0,14737,271966,2019-04-06 12:23:41.626217
8qL4lMQQ9IE,652,14857,8180,0,41136,1278847,2019-04-06 12:23:43.019988
xNvlaa5-vtI,232,827,489,0,59186,3605537,2019-04-06 12:23:44.383292
9OeZYhjyweQ,156,588,706,0,21289,759409,2019-04-06 12:23:46.079308
j7RZy2B73hw,623,5946,962,0,15979,2003648,2019-04-06 12:23:47.220412
YlpXoQEqBWI,1400,6902,709,0,23908,1157549,2019-04-06 12:23:48.814561
Y62ExbHI4Yk,397,1993,1158,0,12411,616798,2019-04-06 12:23:50.003080
h-h5Mhlt6O0,428,8629,2453,0,89855,2301568,2019-04-06 12:23:51.333979
=======
2kyS6SvSYSE,678,21875,8369,0,102868,2940469,2019-04-05 10:56:04.325036
1ZAPwfrtAFY,1431,24376,15576,0,203600,13976846,2019-04-05 10:56:05.413436
5qpjK5DgCt4,569,14882,11378,0,312805,16872764,2019-04-05 10:56:06.493236
puqaWrEC7tY,430,3610,1642,0,20759,1307794,2019-04-05 10:56:07.588036
d380meD0W0M,733,25698,2918,0,183214,4433180,2019-04-05 10:56:08.678836
gHZ1Qz0KiKM,833,3849,3390,0,33876,1988991,2019-04-05 10:56:09.743436
39idVpFF7NQ,282,3097,3549,0,24788,4053832,2019-04-05 10:56:10.852436
nc99ccSXST0,608,3470,1468,0,38909,2166621,2019-04-05 10:56:11.928236
jr9QtXwC9vc,149,4964,2747,0,94733,18425499,2019-04-05 10:56:13.052836
TUmyygCMMGA,543,4743,3407,0,34218,1447655,2019-04-05 10:56:14.145436
9wRQljFNDW8,76,186,43,0,865,114279,2019-04-05 10:56:15.226836
VifQlJit6A0,109,2354,639,0,2833,303771,2019-04-05 10:56:16.301236
5E4ZBSInqUU,207,41275,25105,0,1075324,89557446,2019-04-05 10:56:17.384236
GgVmn66oK_A,269,6968,2931,0,21768,1915811,2019-04-05 10:56:18.475036
TaTleo4cOs8,743,2677,631,0,14300,982632,2019-04-05 10:56:19.567436
kgaO45SyaO4,25,19209,5803,0,114535,12747962,2019-04-05 10:56:20.663436
ZAQs-ctOqXQ,139,1262,791,0,10362,404883,2019-04-05 10:56:21.741436
YVfyYrEmzgM,274,893,204,0,17673,839084,2019-04-05 10:56:22.811436
eNSN6qet1kE,823,8006,822,0,73493,2316170,2019-04-05 10:56:23.884436
B5HORANmzHw,318,1294,303,0,12346,412215,2019-04-05 10:56:24.963236
vU14JY3x81A,227,18439,560,0,42766,1718813,2019-04-05 10:56:26.029636
6VhU_T463sU,305,313,247,0,6387,573048,2019-04-05 10:56:27.111436
_-aDHxoblr4,267,1262,203,0,20726,461539,2019-04-05 10:56:28.208236
JBZTZZAcFTw,360,1450,1505,0,10734,1085026,2019-04-05 10:56:29.296636
lZ68j2J_GOM,156,784,429,0,36087,876508,2019-04-05 10:56:30.400436
dRpNZV18N_g,509,2098,438,0,17402,1098297,2019-04-05 10:56:31.512636
fcVjitaM3LY,520,694,160,0,9490,395993,2019-04-05 10:56:32.602636
qeWvgZLz9yU,352,2225,682,0,23066,679145,2019-04-05 10:56:33.684036
iIxy3JN3-jc,279,123,128,0,284,89646,2019-04-05 10:56:34.781036
n30k5CwLhS4,0,0,0,0,0,0,2019-04-05 10:56:35.856836
U0hAC8O7RoI,512,11584,25362,0,123044,8366637,2019-04-05 10:56:36.952836
CBVGjS_EJok,0,0,0,0,0,0,2019-04-05 10:56:38.038236
n1WpP7iowLc,305,139629,75275,0,1182235,60449328,2019-04-05 10:56:39.135836
hz7ukDjuq4w,399,978,324,0,10038,486993,2019-04-05 10:56:40.211636
p2hJxyF7mok,73,809,582,0,7862,1868803,2019-04-05 10:56:41.293236
0mlNzVSJrT0,47,603,216,0,3009,161032,2019-04-05 10:56:42.430236
Om_zGhJLZ5U,601,1922,969,0,9465,432559,2019-04-05 10:56:43.513036
e_7zHm7GsYc,223,229,333,0,17176,990686,2019-04-05 10:56:44.587436
dQvIbulWCM4,295,4988,2439,0,62840,1739362,2019-04-05 10:56:45.741636
zZ9FciUx6gs,255,2184,1675,0,30624,1870145,2019-04-05 10:56:46.834636
PaJCFHXcWmM,292,1557,1169,0,25680,3252939,2019-04-05 10:56:47.902036
goP4Z5wyOlM,31,437,30,0,332,44446,2019-04-05 10:56:48.995436
NZFhMSgbKKM,32,55,76,0,96,24332,2019-04-05 10:56:50.089436
0tO_l_Ed5Rs,257,9253,21794,0,22779,593726,2019-04-05 10:56:51.168436
STI2fI7sKMo,951,0,1857,0,7369,503758,2019-04-05 10:56:52.276036
BWPrk9PUwQE,402,3763,2703,0,55557,2908359,2019-04-05 10:56:53.354036
ogYum4kWXgk,200,251,120,0,7359,379789,2019-04-05 10:56:54.417836
sbcbvuitiTc,58,1280,2571,0,2195,1084430,2019-04-05 10:56:55.502636
zNqCVTs38nU,41,35,77,0,141,51520,2019-04-05 10:56:56.588636
DM-ni_LSOFE,529,8726,3647,0,70523,4059600,2019-04-05 10:56:57.672436
0PpNlNJ6Nng,829,26523,2839,0,194584,7347250,2019-04-05 10:56:58.798637
c-3JxzN2u34,318,33,8,0,440,17377,2019-04-05 10:56:59.902237
069D0NmW39o,298,972,1234,0,26330,2580262,2019-04-05 10:57:00.986037
9t9u_yPEidY,238,18283,43537,0,544413,88987459,2019-04-05 10:57:02.086837
KODzih-pYlU,464,439,250,0,10096,291913,2019-04-05 10:57:03.183437
8NHA23f7LvU,124,1258,614,0,41017,5314681,2019-04-05 10:57:04.290437
w0XYVssCKjw,281,648,239,0,10118,423333,2019-04-05 10:57:05.354837
9XSULcLI6Hg,0,0,0,0,0,0,2019-04-05 10:57:06.434237
pjuPpVLXDQg,78,87,29,0,352,345554,2019-04-05 10:57:07.514037
9xSx-5tmq44,208,960,414,0,9398,353914,2019-04-05 10:57:08.605637
4v0nOAzcG2A,469,1182,617,0,16110,646797,2019-04-05 10:57:09.715637
oTObwUiXdYY,46,144,46,0,159,36953,2019-04-05 10:57:10.811637
1cgK-BIrXes,90,5036,3015,0,28796,1088239,2019-04-05 10:57:11.904837
ujyTQNNjjDU,261,9939,11115,0,289761,27634181,2019-04-05 10:57:13.016837
PABlVzeldaM,275,759,109,0,1033,312720,2019-04-05 10:57:14.109237
6340tX9M_eM,99,1120,565,0,10648,1101309,2019-04-05 10:57:15.213837
8mhTWqWlQzU,967,11386,2773,0,198255,10209692,2019-04-05 10:57:16.297637
t4YAyT4ihIQ,265,8331,13748,0,246510,16371023,2019-04-05 10:57:17.371037
MNiweoKXwfg,87,42,13,0,586,68482,2019-04-05 10:57:18.433837
Jw1Y-zhQURU,0,0,0,0,0,0,2019-04-05 10:57:19.527237
2Vv-BfVoq4g,280,338379,422222,0,10168921,1958108307,2019-04-05 10:57:20.667637
UFYCTJlayS4,604,272,267,0,3156,99582,2019-04-05 10:57:21.768637
cccyOn99s4Y,483,262,170,0,4507,144909,2019-04-05 10:57:22.863437
abGCYPCk294,3014,710,115,0,1601,47259,2019-04-05 10:57:24.001237
lY_0mkYDZDU,246,2552,2087,0,45628,2833374,2019-04-05 10:57:25.109837
k8NxqyGcZA4,154,2290,5846,0,2909,338256,2019-04-05 10:57:26.200637
IE-xepGLVt8,269,710,261,0,7598,961704,2019-04-05 10:57:27.266837
ObIQ0s02UHg,218,3917,7873,0,132094,19240840,2019-04-05 10:57:28.360237
cOc3tsFWoRs,142,2070,775,0,37050,4820539,2019-04-05 10:57:29.450237
AJYb0Yom5UQ,161,198,49,0,381,178690,2019-04-05 10:57:30.592037
gLswXiRLdkA,558,2378,1676,0,38450,1192219,2019-04-05 10:57:31.670837
MyEqfBkzESU,1060,11396,9131,0,56159,3644860,2019-04-05 10:57:32.809237
wJYE0sFOteE,274,310,119,0,5679,395161,2019-04-05 10:57:33.891637
L_5_slz4ke4,226,89,25,0,112,15009,2019-04-05 10:57:34.997037
OKoL852K9uA,542,429,337,0,5158,188564,2019-04-05 10:57:36.077037
pa_oUisZZy0,81,2720,883,0,78608,3060709,2019-04-05 10:57:37.167437
fNtLIcyjsnI,148,1693,2072,0,38523,7364584,2019-04-05 10:57:38.249637
_Iz83-Cmt6A,0,0,0,0,0,0,2019-04-05 10:57:39.342437
YlvCVbfS9M0,112,2678,759,0,43448,1495580,2019-04-05 10:57:40.479637
arJ5h2TY3I4,225,14053,3144,0,232324,4924190,2019-04-05 10:57:41.560637
-2RVw2_QyxQ,20767,25,28,0,496,82842,2019-04-05 10:57:42.683037
gEHCXl4J9Qo,186,4056,2185,0,87974,4255510,2019-04-05 10:57:43.760437
-OK9i1_YYYc,42909,14,35,0,2254,48493,2019-04-05 10:57:44.875637
b4vTZx_AtHk,87,14086,15435,0,135669,4074276,2019-04-05 10:57:45.983237
kOnQocd799Y,924,11252,7748,0,102524,6564538,2019-04-05 10:57:47.060637
e4FApt6z55c,205,2697,1859,0,35893,2667006,2019-04-05 10:57:48.153637
2XK4omx9uMU,125,15602,4814,0,418736,22062678,2019-04-05 10:57:49.276237
xfmipNU4Odc,214,2360,332,0,49275,2206923,2019-04-05 10:57:50.358237
jp9hK-jY6yY,360,26545,5742,0,377428,9123054,2019-04-05 10:57:51.437637
RkHuWjiR-LM,222,1487,795,0,32874,3305710,2019-04-05 10:57:52.527037
fCTKDn3Q8xQ,255,13204,3097,0,131912,4828475,2019-04-05 10:57:53.608037
DIU3xPdhCBI,340,2913,3148,0,77628,5111634,2019-04-05 10:57:54.699437
wnwF1FHybDQ,271,311,279,0,4837,793363,2019-04-05 10:57:55.776837
9oFP-pOMNwE,13,0,983,0,3704,622326,2019-04-05 10:57:56.876437
pz95u3UVpaM,217,26381,30494,0,908913,127845795,2019-04-05 10:57:57.986237
g5c1bk8weaQ,241,13515,3107,0,383955,5749689,2019-04-05 10:57:59.086037
yuBqWcSKrCk,428,313,239,0,6168,933374,2019-04-05 10:58:00.216237
x9mh-SwSKas,979,692,192,0,13068,406457,2019-04-05 10:58:01.298437
uiA4B5Y63IQ,141,946,585,0,11040,2016428,2019-04-05 10:58:02.374437
viyRD5z6ilQ,199,627,478,0,9411,764964,2019-04-05 10:58:03.467837
QFfEtKvXMAs,232,3858,762,0,107236,3993875,2019-04-05 10:58:04.559637
xg9ebVTL9yE,195,2339,1097,0,52388,4898345,2019-04-05 10:58:05.623037
fbHbTBP_u7U,216,52381,24225,0,1138237,76467271,2019-04-05 10:58:06.762237
Ja_GMU7-sjs,454,6914,2498,0,72233,3058114,2019-04-05 10:58:07.855237
QOksZ8VogRw,220,3982,3778,0,154728,13023051,2019-04-05 10:58:08.925637
RYs08kX3Ih4,638,1294,677,0,25094,669750,2019-04-05 10:58:10.005037
tOFkFZbPdnQ,16,410,207,0,9052,629840,2019-04-05 10:58:11.166437
dW4wpGg64pE,337,3252,1809,0,63346,3729871,2019-04-05 10:58:12.282637
2VP846QcA_4,962,801,445,0,11482,437028,2019-04-05 10:58:13.411837
_dhneCO4YEE,346,1181,2662,0,6555,524690,2019-04-05 10:58:14.576837
EYkEshCOhEU,825,1015,448,0,17764,384690,2019-04-05 10:58:15.655237
Rq9-mW6HgQE,433,2407,510,0,22410,1730571,2019-04-05 10:58:16.738837
k29YnfttqEU,155,1107,820,0,18968,3388192,2019-04-05 10:58:17.811237
Eg_kW5fw6qU,512,4067,191,0,13617,413858,2019-04-05 10:58:18.902637
J_QGZspO4gg,169,9881,5212,0,247895,25146318,2019-04-05 10:58:20.042437
PkRBTF6nt4E,92,365,850,0,1252,208994,2019-04-05 10:58:21.110837
ozkqm2ifMw8,251,703,290,0,21941,1314427,2019-04-05 10:58:22.201237
htvR_dBs3eg,382,846,204,0,4120,180465,2019-04-05 10:58:23.289437
qEEtzzi1EII,109,1123,582,0,30307,1555665,2019-04-05 10:58:24.411437
1Wk8ZRgXQnY,221,368,340,0,31722,1896157,2019-04-05 10:58:25.489837
8l_e6bx8UG8,230,9859,7534,0,45527,2399571,2019-04-05 10:58:26.577837
lsfzA7sWlOM,58,1511,183,0,8421,215511,2019-04-05 10:58:27.660237
RQDphL2MVlM,515,263,145,0,4416,108115,2019-04-05 10:58:28.754037
X7flefV8tec,402,2470,5680,0,6640,658304,2019-04-05 10:58:29.843037
cYw-oyJ7AEY,212,893,949,0,18163,985341,2019-04-05 10:58:30.952037
6nJw-jPQYVI,384,157,35,0,1588,230896,2019-04-05 10:58:32.053237
5x1FAiIq_pQ,306,195,594,0,3838,316964,2019-04-05 10:58:33.155237
LMCuKltaY3M,146,487,387,0,5813,895242,2019-04-05 10:58:34.325637
6Detw08jRhs,61,116,144,0,868,83227,2019-04-05 10:58:35.406437
vd4zwINEcLY,56,220,55,0,1092,158039,2019-04-05 10:58:36.534637
7fm7mll2qvg,236,765,371,0,26878,1546226,2019-04-05 10:58:37.736837
5gFpcEKayz4,231,2325,2148,0,110586,5651324,2019-04-05 10:58:38.874637
eHIY3HNNqzM,232,490,413,0,19598,1663502,2019-04-05 10:58:39.967037
q-WipZ9p0wk,1208,297,115,0,3546,167726,2019-04-05 10:58:41.043437
zy0b9e40tK8,0,0,0,0,0,0,2019-04-05 10:58:42.135637
rL4WkebTT_U,546,1108,102,0,12603,260862,2019-04-05 10:58:43.219037
Y6eKxjMA9ek,847,1155,282,0,28325,300672,2019-04-05 10:58:44.297637
Q6Usd3_fbq8,231,660,67,0,11663,244586,2019-04-05 10:58:45.375837
44NYFvhXmW8,249,8955,7404,0,159668,10333308,2019-04-05 10:58:46.472237
9wg3v-01yKQ,183,68942,25830,0,1178228,32571258,2019-04-05 10:58:47.578837
F-j_6IuaYfw,399,2275,1065,0,20715,643712,2019-04-05 10:58:48.658237
_qSW96a2aKY,195,2529,3079,0,31118,4232518,2019-04-05 10:58:49.747637
afgvlR9WmIQ,238,1071,578,0,25945,1439527,2019-04-05 10:58:50.844237
_CJN_ryETIY,340,815,134,0,16785,478288,2019-04-05 10:58:52.033237
P4YJwy_T9pM,832,2917,580,0,77911,2441956,2019-04-05 10:58:53.133037
YqH4eWR7jDQ,81,2,0,0,62,8757,2019-04-05 10:58:54.221837
r96KpNTcog4,389,399,113,0,11968,213785,2019-04-05 10:58:55.311237
B4gXsobd_ao,270,610,150,0,4908,120532,2019-04-05 10:58:56.408837
