video_id,title_negative,title_neutral,title_positive,title_rate,tags_negative,tags_neutral,tags_positive,tags_rate
-e-xXN-tcFU,15.9,44.3,39.900000000000006,Positive,2.8000000000000003,73.5,23.599999999999998,Positive
-gfGtIHfU7A,0.0,100.0,0.0,Neutral,0.0,79.9,20.1,Positive
-hI5Ds3IgVM,0.0,100.0,0.0,Neutral,22.5,77.5,0.0,Negative
-hg9t3PdhFE,17.299999999999997,82.69999999999999,0.0,Negative,50.8,49.2,0.0,Negative
-hg_VRwS5RI,0.0,100.0,0.0,Neutral,0.0,94.6,5.4,Positive
-kETYvHON_I,37.5,62.5,0.0,Negative,13.8,60.5,25.6,Positive
-kTWIm7m4Uw,0.0,100.0,0.0,Neutral,0.0,84.3,15.7,Positive
-knTMViJqMU,0.0,100.0,0.0,Neutral,25.900000000000002,57.599999999999994,16.5,Negative
-l7TOYJZBtI,0.0,100.0,0.0,Neutral,15.299999999999999,54.800000000000004,29.9,Positive
-lgcAySBbTA,30.2,69.8,0.0,Negative,4.8,70.39999999999999,24.8,Positive
-m3L9lA5_tA,0.0,100.0,0.0,Neutral,27.6,72.39999999999999,0.0,Negative
-mvfLtZTe3Q,14.299999999999999,85.7,0.0,Negative,18.4,81.6,0.0,Negative
-nbm90xAhWY,0.0,100.0,0.0,Neutral,14.299999999999999,71.39999999999999,14.299999999999999,Positive
-o7zywbiFVI,18.0,82.0,0.0,Negative,15.8,81.69999999999999,2.5,Negative
-oCQn2VkStI,0.0,100.0,0.0,Neutral,0.0,86.1,13.900000000000002,Positive
-oOlAGKBXnA,0.0,100.0,0.0,Neutral,2.9000000000000004,74.2,22.900000000000002,Positive
-oXybog2IuI,0.0,100.0,0.0,Neutral,0.0,100.0,0.0,Neutral
-p-PToD2URA,0.0,100.0,0.0,Neutral,0.0,100.0,0.0,Neutral
-p2lhxUqMMQ,0.0,100.0,0.0,Neutral,11.4,80.7,7.9,Negative
-pCzLbCCppo,22.2,58.9,19.0,Negative,8.5,88.2,3.3000000000000003,Negative
-ppaazmNIgA,0.0,100.0,0.0,Neutral,5.5,82.39999999999999,12.1,Positive
-py2awmME8s,37.5,62.5,0.0,Negative,13.0,87.0,0.0,Negative
-rZkKvRZ0UE,0.0,100.0,0.0,Neutral,0.0,100.0,0.0,Neutral
-s3j-ptJD10,0.0,100.0,0.0,Neutral,0.0,75.6,24.4,Positive
-sXnoM6rDB4,0.0,100.0,0.0,Neutral,0.0,100.0,0.0,Neutral
-t1q78GYNww,0.0,100.0,0.0,Neutral,19.3,73.1,7.6,Negative
-t5YLGn3VHQ,36.8,63.2,0.0,Negative,12.1,72.39999999999999,15.5,Positive
