video_id,views,likes,comment_count
EsBjHXCG4Us,4,4,4
EsaHiIdsKpE,5,5,5
EsdjC5dsOTM,3,3,3
Eswl8SSywzA,6,6,6
EtfIzNdt9Ac,3,3,3
EudArMNjbP0,2,2,2
Ev23TV62k08,2,2,2
Ev9rOA2Yjs0,7,7,7
Evz-ZQC8wss,10,10,10
Ew-3-8itpjc,7,7,7
Ex9mcCs3dhE,7,7,7
ExP3ikM_wko,4,4,4
Ey01ZlAoYes,3,3,3
Eyh1_XGHAnQ,6,6,6
F-j_6IuaYfw,1,1,1
F0ZdMq0n8-Y,3,3,3
F0rXPrnC_Ps,1,1,1
F1b5ouja_VI,5,5,5
F2VBwm44tB0,1,1,1
F388-6yDDpc,4,4,4
F3eSaEHSCu0,11,11,11
F4Q3kWZ369A,2,2,2
F4qfN5UeFvQ,7,7,7
F5F-gq2pyTk,2,2,2
F7jcFXTnBiQ,11,11,11
F86S9Uc4mP4,7,7,7
F8BdzL8OltM,9,9,9
F8CR9IP7Mog,4,4,4
F8JCh0owT4w,4,4,4
FA_gIAGNDQ8,3,3,3
FApBWHvUzMs,13,13,13
FB64ez0kf1c,3,3,3
FBhVIhmh_N8,14,14,14
FDbb28N7iI8,14,14,14
FEjZiCPuvqQ,5,5,5
FFpIQSCp1HM,4,4,4
FFsp5b4AUTE,4,4,4
FGHji60FP50,10,10,10
FGI7iaAIN3U,3,3,3
FH4SVGKUX8A,6,6,6
FHZktpgVW7w,4,4,4
FHl0nIdbiLA,3,3,3
FI3zMdqq4vE,3,3,3
FITSPSA8gQs,2,2,2
FKA-Jy6nuE0,5,5,5
FKiuTRS5R-4,2,2,2
FL9BbzUYXjA,8,8,8
FMBuaGR0VRE,1,1,1
FMXdXCYvLQQ,4,4,4
FM_7ZyE0ib4,6,6,6
FO6My1joJVc,8,8,8
FO_Ox_dH0M8,6,6,6
FPHrWxxw9Is,1,1,1
FPXXy-rGq-M,12,12,12
FQC29joihwU,5,5,5
FQfWKSdIreM,2,2,2
FQp6F0PjfpI,4,4,4
FR5WT12B_88,14,14,14
FTv-CE43PpM,6,6,6
FUPQ8Lz_kSk,5,5,5
FUQexMOrDBI,9,9,9
FV4t5D0rwFs,1,1,1
FY8T06A-j_c,2,2,2
FYaxa4r-fRw,3,3,3
FZ_jNGKCIWs,1,1,1
FZiCWBplZ90,7,7,7
FZjexxJ7lYM,2,2,2
FaJmopuuhZE,8,8,8
FaxqVBYVOVU,7,7,7
FchkqXEg0qs,1,1,1
FepIkIILumA,14,14,14
Ff7wbSwTuEk,9,9,9
FfSXmbAGl8A,8,8,8
Fh3zmz7Ravw,5,5,5
FhhlMSpvCQE,6,6,6
FhllRWReNEE,7,7,7
FhwktRDG_aQ,16,16,16
Fj3euSYAtnc,3,3,3
Fjm81OPZbpU,6,6,6
FkiQ67FtycI,6,6,6
FlIaRLXIHKI,3,3,3
FlsCjmMhFmw,8,8,8
FmE8DwZ6RHk,2,2,2
Fmdb-KmlzD8,3,3,3
FmmLiydvFI0,8,8,8
FnAx2bLICOo,7,7,7
ForvnkfjtpY,4,4,4
Fq0cNEAbsJE,2,2,2
Fr0wEsISRUw,12,12,12
FrK2j4cPxSc,1,1,1
Ft-cmkjgOlk,3,3,3
FtB3YSdLQR4,4,4,4
FvBcYkY7ZGo,5,5,5
FvLdEZ3mg54,6,6,6
FvY3Q1pQ8m4,2,2,2
FvoPOdop0hA,3,3,3
FwENtwtY0EI,14,14,14
FwzoDS3zL_4,7,7,7
Fxwe_i96ye8,2,2,2
Fyyua5JzD9w,2,2,2
G03bNA-gpXE,2,2,2
G2JLc63P7pw,7,7,7
G4BxOhJOmUw,9,9,9
G63TF6OMa_8,12,12,12
G6n7oA5yoPY,7,7,7
G7yP4-ofcFQ,3,3,3
G8gJ4RTBxcg,1,1,1
G9frAfYl_dw,5,5,5
GABCneYEE84,7,7,7
GAU7Reme8VQ,2,2,2
GAkkKjds00o,1,1,1
GBTV5ekQwWw,4,4,4
GBhrvR838Ag,4,4,4
GCTyFp0PpHE,5,5,5
GClwSu4hKpQ,7,7,7
GDUncuEErzQ,4,4,4
GEB2f5dpFXs,13,13,13
GEsK9GudV2M,12,12,12
GFGVhIhEZJg,5,5,5
GFU-y2ldabU,6,6,6
GF_0i9WxA_s,3,3,3
GGvP6e56ja4,7,7,7
GHV7esppYzg,4,4,4
GIRJck1pVRA,1,1,1
GIn4CeZq7Nw,6,6,6
GItpj4vu0Pg,3,3,3
GJjQl1q_jtE,2,2,2
GKBI_bVFSfs,5,5,5
GKJQ5J1jXFw,2,2,2
GKUE2U2qlzY,3,3,3
GKbjOWPbBwk,4,4,4
GLZZn7lCtcI,7,7,7
GLbX9CL7Yg8,9,9,9
GLrSJJRKrDU,5,5,5
GM1QDBvzm1Y,7,7,7
GMNkrW7jlQM,2,2,2
GMOG2yY6pAI,5,5,5
GOALfmDp_Dg,7,7,7
GO_Jxa6dWyo,11,11,11
GP0uH-PaE_E,6,6,6
GQ6cKZ3Zf9A,4,4,4
GSCP2yg-v2g,7,7,7
GSe7TFm1lBk,6,6,6
GStMSkhmYEs,6,6,6
GTSjDaoZcAk,8,8,8
GWMKelv5Bmw,8,8,8
GYLBjScgb7o,10,10,10
GZMrivD2Aok,7,7,7
G_Pu00NmJfg,8,8,8
G_UHknhNbAQ,6,6,6
Ga7thDlGbs8,7,7,7
GbrueARGMhE,12,12,12
GcKkiRl9_qE,2,2,2
GcbsIv3QdFs,3,3,3
GdR0JlvbtWg,4,4,4
GeF_5qo00Uw,13,13,13
GfCqMv--ncA,5,5,5
GfxNGjfSKRY,20,20,20
GgVmn66oK_A,5,5,5
GhHBfDK4lE8,14,14,14
GhcqN2FDAnA,4,4,4
GhxqY5E_ASw,14,14,14
Gi56dSh8Fq8,1,1,1
GjDK_6NtYGQ,6,6,6
GjJKdQTD1bc,12,12,12
Gjs1QSa9fpI,5,5,5
GjwjzIFcX7U,9,9,9
GkgkP0ARxd0,2,2,2
Gl_uGsdG4Do,13,13,13
GnGPAYvve1A,7,7,7
GnevZOMl78I,7,7,7
Gnxv9OH-giQ,4,4,4
Go3DZxyoH_Q,6,6,6
GpbMbBNP-NI,13,13,13
GpekGi00XCE,2,2,2
GpxCT36DxKg,15,15,15
GqF5lyEUfMk,12,12,12
GrnswGtm_Sw,9,9,9
Gs26bZTRkdU,6,6,6
GsexKH-Ubnw,13,13,13
GskBiFLSayg,9,9,9
GtbbmlmtJv0,4,4,4
GtzFWqiVzW4,5,5,5
GuKSrYux-Is,3,3,3
Gv1xjf8BUrY,3,3,3
GveWDLBmc8Y,1,1,1
Gw-Mm-hS_UY,5,5,5
GwKiyICIUO4,5,5,5
GxLYCKB8v2w,4,4,4
GxmDeU_4UlQ,4,4,4
GyDq6ZD4VBo,3,3,3
GyvRamX1VyA,7,7,7
Gzy_nCkn88U,14,14,14
H-WEhug-up8,16,16,16
H-kKZujl8CI,6,6,6
H00djJq68VE,11,11,11
H08xgoXkpa8,7,7,7
H0g4JxKp4fc,16,16,16
H14tqKZYhgg,8,8,8
H2mNDaqOp3o,1,1,1
H2nY7Tu1Qgs,5,5,5
H3mX88_tx3Q,5,5,5
H4CkXh3FSo8,6,6,6
H5Su_JEpDaE,2,2,2
H5tK00zL6EQ,6,6,6
H79dKmgzcJU,1,1,1
H7MRHuzCNvM,5,5,5
H7gh2fmdjCU,27,27,27
H8bmr4oR19c,12,12,12
H9wMNxbQM-4,2,2,2
HAGnqSKtn3s,3,3,3
HBS9783c0BI,1,1,1
HBvPrh2yMik,7,7,7
HCIqTAFRkko,5,5,5
HCO7BWbKipU,14,14,14
HD5PT7bvcis,4,4,4
HDDIWGlBt3o,1,1,1
HDJYRLqTUjo,3,3,3
HDYJVmoWoyA,25,25,25
HDx7dI1D1zE,5,5,5
HEVonh8bjC0,7,7,7
HEuJgDU68wo,1,1,1
HF27coLl2-w,8,8,8
HFGzgtMyOZY,16,16,16
HHOyg1oDeis,8,8,8
HHauPi8CS4k,2,2,2
HHtfcjwHERA,4,4,4
HIwirSk4RjE,5,5,5
HJqALBKE4r4,4,4,4
HKIIgYFhQlE,7,7,7
HL3wvhv9QGg,1,1,1
HL6ECWZ8G1s,6,6,6
HMU5njzTAK0,7,7,7
HNa_UWX51_s,1,1,1
HNvX4pY1TLI,9,9,9
HOblx_0Zyts,1,1,1
HOxylh5runs,9,9,9
HPdmdO0ZxgA,3,3,3
HPs9EGBhl7M,2,2,2
HQ9rgYcEstM,1,1,1
HQiDKE85P3U,7,7,7
HSezK15Ewdo,1,1,1
HTTpDGDAxtg,1,1,1
HTi1c_tLnqw,6,6,6
HUV1unZsiKE,2,2,2
HUZRjGEwqCg,2,2,2
HVKuA1s5I3o,5,5,5
HVjlcUtuENM,2,2,2
H_4ESBLJXQc,11,11,11
H_TJs9vH0ow,1,1,1
H_ZaS6agxPs,5,5,5
H_cwo3NxUUA,6,6,6
HaRpFCEWLE0,6,6,6
HbKnEQdCjGg,12,12,12
HbNYuOTaYFs,7,7,7
HdusPnywwPI,19,19,19
HfIgfy0HJHU,1,1,1
Hfho_nJ5JJ8,1,1,1
Hgc2njyY4Rs,8,8,8
Hgiu9cqph5Y,18,18,18
HgjVWV0Uw3M,7,7,7
HgknAaKNaMM,15,15,15
Hh-YcWJTt7Y,18,18,18
HhGJBBPVpqQ,4,4,4
Hi2tjMLVpdQ,7,7,7
Hi91aDmYI2E,2,2,2
HiQHcbFJv_o,11,11,11
HicAnFGE9bA,6,6,6
Hj3zmfipxqk,10,10,10
Hk5dxn5dj2M,14,14,14
HkOLf9BMRZ4,5,5,5
Hkx5fveyjIs,6,6,6
Hl0GSLcwHVs,5,5,5
Hl6lrx2O6WE,5,5,5
Hlch9lKAeXo,5,5,5
HmBIn9De-Yc,9,9,9
Hmb0Q0Q_7jo,9,9,9
HnYKhetlm3s,1,1,1
Hndpk6A4VcE,7,7,7
HnnRyhuX_jM,7,7,7
Ho-QAgN6hHA,5,5,5
Ho8Q_ebYgZc,1,1,1
HoSWvxeBiWc,2,2,2
HorugBalutw,13,13,13
Hpv3jqmYRjk,3,3,3
Hq4jk71B1Hk,9,9,9
Hq89wYzOjfs,5,5,5
HqXKEgTYZBQ,1,1,1
HqwVFXyCfOI,9,9,9
HrQNdClwMs4,5,5,5
HszBf-CJeVE,7,7,7
HtLbE_SIuxg,3,3,3
Htu3va7yDMg,6,6,6
Hu5FZYlCfc8,14,14,14
HuG2uAWVlP4,1,1,1
HuWLoCF9rWQ,16,16,16
Huab6p5HW0E,1,1,1
HuwPCUzqwKs,15,15,15
HvPbH30KWLE,6,6,6
Hvysy11716g,6,6,6
HwYMsqONPzE,3,3,3
HxuHo62reRw,9,9,9
HxuRKqGx0Ik,9,9,9
Hy71N2OSGZA,2,2,2
HysgiQT5_eI,6,6,6
Hz56cJfoYgc,6,6,6
HzILu6yyA20,5,5,5
Hzk1bM2vVFU,10,10,10
I-5CODzeGEE,5,5,5
I-BGTp-I9aU,15,15,15
I-FHMnfORbo,10,10,10
I-xZz2OabW0,1,1,1
I2sRc3j7IU0,12,12,12
I3ysRfAo49k,6,6,6
I5X3vC-XsU0,1,1,1
I5qFoctplSU,5,5,5
I6N-XuYllgA,8,8,8
I7LJIuB2CHE,6,6,6
I8TVdFbFMg4,8,8,8
I8Umj580ls0,1,1,1
I8caeFYzPxk,3,3,3
I92OeEHWmTc,6,6,6
IB8_pdzWy6Q,3,3,3
IBHx9uwCy3w,7,7,7
IBVo8dfqTBc,6,6,6
IC_lnyn2R2Q,5,5,5
IE-xepGLVt8,1,1,1
IEqj7xR9iOU,1,1,1
IFasecLYzD0,4,4,4
IGScS6YgzBY,3,3,3
IGhC2EwCAWM,2,2,2
II-OP6vdMs8,7,7,7
IIS1M7m9tw8,6,6,6
IIyZuKN2j7U,6,6,6
IJKjMIU55pE,1,1,1
IJlXXvSFyUU,1,1,1
IJofEhiRpy0,15,15,15
IKCcW7d1tlg,5,5,5
IKuKZIISPE0,1,1,1
ILwBaXplwZU,2,2,2
IMzf3C34NNM,2,2,2
IOLzpBzUXZs,11,11,11
IOuFE-6Awos,1,1,1
IP4hs_wq5yE,11,11,11
IPgdIHV_zMo,10,10,10
IQ2lnlj9WzQ,2,2,2
IQYLPEuAClo,2,2,2
IR8k4uYnTfI,2,2,2
IU-Fo-QEpOI,12,12,12
IUmdcd_8Vwc,6,6,6
IUsFWiE0d20,8,8,8
IX3_Aqji4yE,9,9,9
IX6gYfA6l88,5,5,5
IXJhN4cOVM0,1,1,1
IXNrHusLXoM,6,6,6
IYhwU5Q5mkA,7,7,7
IYyjBXDyYLo,8,8,8
IZNAp5g-nPQ,3,3,3
I_puTos3yVs,2,2,2
Iay3Wu6wybA,7,7,7
IbJwUqKgHkQ,4,4,4
IbVR4kzVQrk,5,5,5
IbmvDn6I6sI,1,1,1
IcDI1iWmIp8,15,15,15
Id2hMkmcIMA,3,3,3
IeTTfquV0iE,4,4,4
If-n27SUAl8,6,6,6
IfYRzxeMdGs,1,1,1
IfdihPR__WI,4,4,4
IfkWuQY0ti8,4,4,4
IgEcA4RT3tw,6,6,6
IgUlowmSeHo,12,12,12
IhhemrLxeeM,2,2,2
Ii3Rr4-Pxow,14,14,14
IiRmtBZu0pM,7,7,7
Ii_Gz1WbBGA,6,6,6
IjFxx9SrOTU,5,5,5
IjTBcqpl2kc,9,9,9
IjvXgzSa1Dk,15,15,15
IkV5VpEROW0,7,7,7
IlkBLwl4aBM,1,1,1
IoqDYnn7VKA,9,9,9
IpN_wAlYZSs,15,15,15
IqutUA3UOuw,6,6,6
Isvqg90LhqM,7,7,7
ItL6vcUrpUs,13,13,13
ItYOdWRo0JY,7,7,7
IuYFvaNHJug,6,6,6
IumYMCllMsM,5,5,5
IvAvHjYoLUU,6,6,6
IxF3mxWbdjw,8,8,8
IyRRk3wgKMo,8,8,8
IywiodrtyfM,8,8,8
IzQwbRdh5Ts,3,3,3
IzbcIFW1qB0,4,4,4
J-7FkW1Cuic,1,1,1
J-NEOU-Ujeg,1,1,1
J-dv_DcDD_A,17,17,17
J0VUaYYK-zk,4,4,4
J0epg1oHGbM,11,11,11
J0jgpUIbMEo,5,5,5
J15vfXqnwWw,13,13,13
J2HytHu5VBI,9,9,9
J2kNt-PHayo,5,5,5
J2m7EUwnqGg,10,10,10
J3FcbFqSoQY,6,6,6
J3IbiFCR-Xs,4,4,4
J41qe-TM1DY,6,6,6
J4vdqPcGJI4,7,7,7
J6R0X6NTnSw,11,11,11
J6Tc4iyefe0,7,7,7
J6iyX87SBP0,8,8,8
J75enyWdbBM,11,11,11
J7BVU65c8AQ,4,4,4
J7wMOb0WIfQ,3,3,3
J83sZrz9XTc,4,4,4
JANApS0P4z8,7,7,7
JA_sKkXiQMI,5,5,5
JBDWIGpKnwM,7,7,7
JBTNG-8w5_g,2,2,2
JBZTZZAcFTw,3,3,3
JBw1nwYJESc,1,1,1
JDK3l9TmwAo,2,2,2
JDkHmQEOkYo,8,8,8
JDmse8M-3-Y,6,6,6
JDnfux-fSJU,5,5,5
JFmkRNbDF70,11,11,11
JFydHaV0klA,12,12,12
JGEsZBPkjNY,2,2,2
JGm9Y_hFqNk,1,1,1
JGo_a82jfj8,6,6,6
JJgiKhhpGvQ,9,9,9
JKFgn6tNU6w,8,8,8
JKP-rOESfMs,10,10,10
JLOFZoBJnd8,6,6,6
JNWwVDkj24g,10,10,10
JNlOVdTQEIM,1,1,1
JNv4w6DFoYs,2,2,2
JNyZ49q4vrU,21,21,21
JOZzku2SrzQ,8,8,8
JOwmqPPkjww,5,5,5
JP5BL-lCoQI,3,3,3
JQBrUjPaCNw,1,1,1
JQbjS0_ZfJ0,10,10,10
JQkjAhmvITI,7,7,7
JR06IhY4C2A,9,9,9
JR4oPuV3CWg,1,1,1
JRAOdRq-1lw,9,9,9
JRocY48P0qA,10,10,10
JRuC_NoBrM8,6,6,6
JRzZl_nq6fk,8,8,8
JSoLPm6a2yo,2,2,2
JSpnYEOf0A4,1,1,1
JTof-eIChUA,4,4,4
JVHFMBfG-cM,6,6,6
JWAvRIpuj1U,7,7,7
JWH5KE1atAg,5,5,5
JWa_Lbdl0J0,3,3,3
JXKb6xtqC3w,3,3,3
JYmejM38vKs,1,1,1
JYnNlHQzYTY,2,2,2
JZ2fRE_nkak,21,21,21
JZ6cvJVULp4,5,5,5
JZoO1Ftj-bM,7,7,7
J_CFBjAyPWE,5,5,5
J_QGZspO4gg,2,2,2
J_fFW78fc7s,1,1,1
JaNmH8A-4NM,2,2,2
Ja_GMU7-sjs,2,2,2
JbQ4MwDdxSU,3,3,3
JbazoX5Su1w,9,9,9
JcC5VGOx8I8,4,4,4
JcdLF6XQ0iw,8,8,8
Jcghl0lbDSk,7,7,7
JckuMy_aYso,1,1,1
JdHhNxedKs4,5,5,5
JdrdNQfZoqs,1,1,1
JeRtUXTQ_aQ,9,9,9
JefYnYIXY_8,9,9,9
JfQ3W0wjGh4,13,13,13
JgByDCdtNE8,1,1,1
JhvwFB-NUbA,13,13,13
JiOXpKU7tWc,7,7,7
Ji_4dH_FXzw,16,16,16
Jidk0O6uu-0,5,5,5
Jiia2IcFwqk,6,6,6
JlcJaCS4BPM,1,1,1
JnepCulEQOo,11,11,11
Jodbdj52Vc0,2,2,2
JoqBlEBpg9s,9,9,9
JpR_JaVguBk,6,6,6
JpoUN_A12Eg,2,2,2
JpvC3j9Qxus,6,6,6
JqIkzS2wSz8,5,5,5
Jq_98dJuIck,5,5,5
JqfuKsoEEms,15,15,15
Jqh-XJovVJg,4,4,4
JrFiNSueT3Y,7,7,7
Js04hvdVUA8,5,5,5
Js3WIRF595U,6,6,6
JuP1Z8xpRb8,1,1,1
JuUi12XbalE,2,2,2
Juad74hE6rs,5,5,5
JuhWVxLtfWQ,12,12,12
Jw1Y-zhQURU,4,4,4
JwboxqDylgg,3,3,3
JwivtxQEmc8,14,14,14
JyG5hdbQpDM,18,18,18
JyUKqUTp9rc,13,13,13
JyVzPx4ecHA,6,6,6
JzA097DmNTI,11,11,11
Jze8utzpLhg,4,4,4
K-yazBBF3gE,7,7,7
K0u_kAWLJOA,6,6,6
K1uiJIl614c,8,8,8
K3ZwxsTOD_8,9,9,9
K45mFsyZxtU,3,3,3
K4STcvndzbE,2,2,2
K5BoE8eBzoI,6,6,6
K5lmXgKi6V0,5,5,5
K5xERXE7pxI,3,3,3
K5x_3QzLY0U,7,7,7
K62oeVyaC-U,12,12,12
K6Zu3qKhON4,6,6,6
K6xwB8Kkce0,5,5,5
K7NE3nfdkgg,2,2,2
K7XsnDRtAcw,4,4,4
K7imG4DYXlM,12,12,12
K8rE3XR9z8Q,6,6,6
K9kVsnTQh-g,3,3,3
KB4_WIPE7vo,3,3,3
KB_GCuJwPE4,7,7,7
KBlmLfHSKFs,3,3,3
KDPG0YEsD5Q,5,5,5
KFaMZUarksA,8,8,8
KFm7fKqg13E,11,11,11
KGBv8oT5lwk,4,4,4
KGziD2V8Ppw,5,5,5
KHeAmpahI08,6,6,6
KHyvGmuvIoY,1,1,1
KIEVOMxKWxc,5,5,5
KIFiLnPHUoM,5,5,5
KJ12FVmumeA,2,2,2
KKD9DLbRak8,4,4,4
KKwmGuQaMfo,2,2,2
KLZl_sxSN_g,2,2,2
KMTJrFPie6w,1,1,1
KNEVjhCXZB4,7,7,7
KNxUDJ8_qI0,11,11,11
KODzih-pYlU,4,4,4
KOJnOCdBr4s,5,5,5
KONe4SNFA64,6,6,6
KORiXf-u21Y,5,5,5
KOUxLhYVgGw,1,1,1
KObL442PWhQ,24,24,24
KQKtSekSi94,4,4,4
KQRq9FZqNj0,12,12,12
KQT32vW61eI,5,5,5
KQkkgD2p3Ow,8,8,8
KROef3M9gjk,1,1,1
KRc50VFUsTk,5,5,5
KU-v13ib_1U,7,7,7
KUSc7aScV9w,3,3,3
KUUjtUP2CrE,21,21,21
KUXd7p_vd3w,13,13,13
KVit4vSAMsk,17,17,17
KVw7fdB8gXM,5,5,5
KWDUojLbxn4,14,14,14
KWM4DVRrdaA,6,6,6
KWn4JmiM2pM,4,4,4
KX0fOxBVMRc,8,8,8
KXBYn9cwl7U,3,3,3
KXHrCBkIxQQ,8,8,8
KXPFrjp3yF0,4,4,4
KXRYlfjlFLk,1,1,1
K_XXXDPODmw,8,8,8
KaTr8JC0hFA,6,6,6
KbbgQsTbQ9Q,3,3,3
Kc6CIwBVo5s,15,15,15
KcFQfFB5LDA,7,7,7
KdfCcEnJDlY,2,2,2
Kemqo35m8gk,17,17,17
Kf2-86o5S1o,14,14,14
KhdecX0qjNA,2,2,2
KhxqJzr6FAE,5,5,5
KiAdIPw_QCk,2,2,2
KiBS-dbv_x0,3,3,3
KijVBPwHhio,5,5,5
KjHan6D3O3g,7,7,7
KjICBHj1EzM,1,1,1
KkhR9z6pAMs,3,3,3
KksXbA66RQQ,12,12,12
Kn5UgGQukYQ,7,7,7
KobCmaF10vQ,6,6,6
KozDGo0bsJA,10,10,10
KpHP8VmxnBo,10,10,10
KpL6X856Y2E,6,6,6
Kpxn9nl02qg,7,7,7
KrB-ASnFMVQ,6,6,6
KrxDhokzEv4,6,6,6
KtA3Wp8eNgA,1,1,1
KtlERZ5WnaU,6,6,6
Kw0ih4jPOBo,15,15,15
KwBpwe-LqTc,4,4,4
KwnnwRSWz4o,3,3,3
KxdXruUUSIM,3,3,3
KxywNVLAf5o,6,6,6
Ky9aIxiGzfk,6,6,6
KyB0zVHm2P0,1,1,1
KyQyz2upSgY,15,15,15
Kz7R1i2zFpk,6,6,6
L0xKz5TsYb0,8,8,8
L1d2BJqdywQ,1,1,1
L29S0JPOrV0,14,14,14
L2TLzPgqGdI,4,4,4
L34y5NGMQBY,5,5,5
L3br0klRqF4,6,6,6
L3ymBk6Vb04,6,6,6
L4pkD78oKSo,5,5,5
L5hl45NIAhc,7,7,7
L87HuKmGwVQ,18,18,18
L8RxxVYWTIQ,5,5,5
L8gV7LSt6sI,3,3,3
L90R6PtxFKE,16,16,16
L9FA9U4s3Tg,5,5,5
L9FBI1kOEHo,9,9,9
L9eFkmjIIWA,5,5,5
LALQsqZP1nA,5,5,5
LC3fWTXZXxE,5,5,5
LDS8SeO6hyg,8,8,8
LDVXOo_HXKU,3,3,3
LE7QEIy-6NE,14,14,14
LFhT6H6pRWg,3,3,3
LHLbPgXPnlk,6,6,6
LHUKKrcXfJs,6,6,6
LIEOeqNRikk,4,4,4
LJdfE2Keno8,1,1,1
LK3Yz9UpP_A,14,14,14
LKnQVCCX8vU,2,2,2
LLOB5uG6zSQ,14,14,14
LLiXwMQW_VQ,13,13,13
LMCuKltaY3M,2,2,2
LN-m0Ci8MZ8,14,14,14
LNHkxOU7zz8,7,7,7
LNxWTS25Tbk,1,1,1
LO0FwPXJbi0,6,6,6
LPCxBsECSQs,3,3,3
LQicq60aJaw,7,7,7
LR2edIotyE8,5,5,5
LRrzLpfdY1g,5,5,5
LS5ZSkHUqBQ,9,9,9
LSDCUIn33G4,1,1,1
LTNOYZ44ywM,8,8,8
LTWh-i-iJqM,2,2,2
LTyKOzyqyCM,4,4,4
LU6xDgpnIyM,7,7,7
LU86T12xBQQ,13,13,13
LUuJl490BL0,8,8,8
LW43OnmPxIs,3,3,3
LX0wFKvticI,14,14,14
LYX7CnSiBSM,6,6,6
LZaANM2Zt-Q,2,2,2
L_5_slz4ke4,4,4,4
L_SyKf-ETlY,10,10,10
LaMxS5-4U-c,2,2,2
LbW-bMToXqo,5,5,5
LcExeXLNKyY,2,2,2
Ld57wNXddGU,7,7,7
LdhQzXHYLZ4,2,2,2
LduRwIc7eBA,4,4,4
LeFxjRMv5U8,12,12,12
LeWtF5y9-6Q,5,5,5
Len0qLhmhL0,10,10,10
LeobgOWgJmY,3,3,3
LfeEu4_vtfQ,13,13,13
Lg5x-YWxpco,8,8,8
Lgdc2t_CldQ,1,1,1
LgmxMuW6Fsc,7,7,7
LiXQFixzqJ4,4,4,4
Lj6Y6JCu-l4,5,5,5
LkpZFd2pZqY,6,6,6
LlQdOHakvHg,4,4,4
LmO1y1ISuak,2,2,2
LnA4DGoihak,1,1,1
LnA7Au-DLUM,15,15,15
LnFsp6iM5dg,19,19,19
Lo52BObqCds,2,2,2
Lok2EvthO-U,4,4,4
Lok8svIS218,6,6,6
LotoBix4UDM,11,11,11
LqF3QRp3VCE,7,7,7
LqSkYMmyUWU,8,8,8
LqU9CdPs6ek,7,7,7
Lr8VpJ2GX2E,1,1,1
LryQJ25CnKU,15,15,15
LsoLEjrDogU,7,7,7
LtBpvxdI1yQ,3,3,3
LtlkeMfbdpM,3,3,3
LtpqdJkoKm8,8,8,8
LvC8VzCcI88,9,9,9
Lwfhn_MiTTg,7,7,7
Lx_rI8ACqsc,1,1,1
Lxet1zLBTM8,2,2,2
LxoGNkLpgZk,7,7,7
Lydh_saD9EQ,5,5,5
LymuZ8abvmc,1,1,1
LyyqqECQ1z4,5,5,5
Lz7dya576HY,4,4,4
LzuDyq0-1LM,13,13,13
M-7Eur0G17Y,1,1,1
M-E5wDgptQA,9,9,9
M-Rl_kUU4vk,11,11,11
M-wat3TSQqY,9,9,9
M0kcLjxoYS8,15,15,15
M2-IpsWQUWs,1,1,1
M2YwkAWg0_g,12,12,12
M2xqMZ6b85w,7,7,7
M3W0ELaAOIg,4,4,4
M3mJkSqZbX4,7,7,7
M4ZoCHID9GI,19,19,19
M4vnmgZLA8s,7,7,7
M61Vt1C69JA,13,13,13
M6LTqtYKDtI,5,5,5
M79o2UejYKo,21,21,21
M84oouivF7k,2,2,2
M9VqmPX8m2k,3,3,3
MAjY8mCTXWk,29,29,29
MBR2kxt7RK8,20,20,20
MC5bNVTMxyQ,1,1,1
MCW5HUkrr-o,1,1,1
MDIQBfdmusY,6,6,6
MDsJ9hheH30,2,2,2
MEEj62ZqFYo,5,5,5
MEcc8e7WwXg,13,13,13
MEcqo5fctxI,1,1,1
MFWF9dU5Zc0,7,7,7
MGanJGGVSrw,4,4,4
MHEYapANYk4,2,2,2
MHh9NWCR_ts,14,14,14
MICQb4QW448,3,3,3
MIQKlHSD89E,12,12,12
MJGkm0UwNRk,1,1,1
MJO3FmmFuh4,1,1,1
MKLlDnUqho4,5,5,5
MKc22HuE_94,2,2,2
MLTwWIeiA24,1,1,1
MLVcmQ62luE,5,5,5
MMGrzOu1amQ,3,3,3
MMu-_KRZhwM,7,7,7
MNiweoKXwfg,3,3,3
MNzBFgwkU0A,12,12,12
MQSRmx9zS64,5,5,5
MSzytvDsPfo,13,13,13
MT7RQ0gu8ak,5,5,5
MTf2X6EHyLQ,12,12,12
MU29Wqg_BVo,3,3,3
MUB-h2NeQYA,6,6,6
MUWUHf-rzks,12,12,12
MVes87KrWvs,7,7,7
MVyvV0tOOjw,6,6,6
MWb2vazaD28,9,9,9
MWbQdgjsvJI,16,16,16
MXFhiN0tM3s,5,5,5
MXdXoQBVFmE,2,2,2
MXpPRTHo5fs,3,3,3
MYdqaxZndzE,4,4,4
MYexYwr5Pz4,2,2,2
MYmQlBpF5e0,2,2,2
MZlakv7Gq3w,1,1,1
MaTSyJDoxPo,8,8,8
Mb-gOG-RxHc,8,8,8
McRNSFGwqtY,9,9,9
MdBr8xh1mrg,4,4,4
MdZmi9HGd9w,1,1,1
Me8jYR9Q0kw,13,13,13
MeNR0guNn70,12,12,12
MeXyRyxCjT4,1,1,1
MfFFNck87eE,6,6,6
MfLcjWq6m9o,4,4,4
MfVetou0ERY,11,11,11
Mfiim71QdYQ,1,1,1
MgMLdq9DnNc,10,10,10
Mgfe5tIwOj0,7,7,7
MhneJpcGVD8,2,2,2
Mhzmc7LRIGo,6,6,6
MidgYgFwgTI,7,7,7
MinKIBZv2-k,4,4,4
MjLqeKBforY,5,5,5
MjSZs_uOWxg,1,1,1
